   0.00000000       0.00000000    
   6.28318563E-02   6.27905205E-02
  0.125663713      0.125333235    
  0.188495576      0.187381327    
  0.251327425      0.248689905    
  0.314159274      0.309017003    
  0.376991123      0.368124545    
  0.439822972      0.425779283    
  0.502654850      0.481753707    
  0.565486729      0.535826862    
  0.628318608      0.587785304    
  0.691150486      0.637424052    
  0.753982365      0.684547186    
  0.816814244      0.728968740    
  0.879646122      0.770513356    
  0.942478001      0.809017122    
   1.00530982      0.844328046    
   1.06814170      0.876306772    
   1.13097358      0.904827118    
   1.19380546      0.929776549    
   1.25663733      0.951056600    
   1.31946921      0.968583226    
   1.38230109      0.982287288    
   1.44513297      0.992114723    
   1.50796485      0.998026729    
   1.57079673       1.00000000    
   1.63362861      0.998026729    
   1.69646049      0.992114663    
   1.75929236      0.982287169    
   1.82212424      0.968583047    
   1.88495612      0.951056361    
   1.94778800      0.929776311    
   2.01061988      0.904826820    
   2.07345176      0.876306415    
   2.13628364      0.844327569    
   2.19911551      0.809016585    
   2.26194739      0.770512819    
   2.32477927      0.728968143    
   2.38761115      0.684546590    
   2.45044303      0.637423396    
   2.51327491      0.587784588    
   2.57610679      0.535826087    
   2.63893867      0.481752932    
   2.70177054      0.425778508    
   2.76460242      0.368123740    
   2.82743430      0.309016138    
   2.89026618      0.248688981    
   2.95309806      0.187380373    
   3.01592994      0.125332251    
   3.07876182       6.27895072E-02
   3.14159369      -1.04109711E-06
   3.20442557      -6.27915859E-02
   3.26725745     -0.125334322    
   3.33008933     -0.187382415    
   3.39292121     -0.248690993    
   3.45575309     -0.309018105    
   3.51858497     -0.368125677    
   3.58141685     -0.425780386    
   3.64424872     -0.481754780    
   3.70708060     -0.535827875    
   3.76991248     -0.587786317    
   3.83274436     -0.637425005    
   3.89557624     -0.684548080    
   3.95840812     -0.728969574    
   4.02123976     -0.770514011    
   4.08407164     -0.809017718    
   4.14690351     -0.844328582    
   4.20973539     -0.876307249    
   4.27256727     -0.904827595    
   4.33539915     -0.929776967    
   4.39823103     -0.951056898    
   4.46106291     -0.968583465    
   4.52389479     -0.982287526    
   4.58672667     -0.992114902    
   4.64955854     -0.998026788    
   4.71239042      -1.00000000    
   4.77522230     -0.998026609    
   4.83805418     -0.992114544    
   4.90088606     -0.982286990    
   4.96371794     -0.968582749    
   5.02654982     -0.951056004    
   5.08938169     -0.929775894    
   5.15221357     -0.904826343    
   5.21504545     -0.876305878    
   5.27787733     -0.844327033    
   5.34070921     -0.809015989    
   5.40354109     -0.770512164    
   5.46637297     -0.728967428    
   5.52920485     -0.684545815    
   5.59203672     -0.637422621    
   5.65486860     -0.587783754    
   5.71770048     -0.535825253    
   5.78053236     -0.481752038    
   5.84336424     -0.425777584    
   5.90619612     -0.368122756    
   5.96902800     -0.309015125    
   6.03185987     -0.248687968    
   6.09469175     -0.187379345    
   6.15752363     -0.125331223    
   6.22035551      -6.27884641E-02
   6.28318739       2.08219421E-06
